WTP,Boost,noBoost,strategy,population
5700,0.2932,0.7068,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5800,0.2958,0.7042,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5900,0.2994,0.7006,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6000,0.3028,0.6972,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6100,0.3048,0.6952,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6200,0.3066,0.6934,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6300,0.3102,0.6898,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6400,0.3114,0.6886,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6500,0.3134,0.6866,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6600,0.3164,0.6836,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6700,0.3186,0.6814,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6800,0.3208,0.6792,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
6900,0.323,0.677,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7000,0.325,0.675,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7100,0.3286,0.6714,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7200,0.332,0.668,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7300,0.3338,0.6662,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7400,0.3356,0.6644,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7500,0.3376,0.6624,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7600,0.3386,0.6614,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7700,0.3394,0.6606,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7800,0.3408,0.6592,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
7900,0.342,0.658,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8000,0.3432,0.6568,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8100,0.3446,0.6554,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8200,0.3466,0.6534,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8300,0.3494,0.6506,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8400,0.3512,0.6488,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8500,0.3524,0.6476,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8600,0.354,0.646,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8700,0.3562,0.6438,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8800,0.3584,0.6416,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
8900,0.3596,0.6404,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9000,0.3614,0.6386,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9100,0.3616,0.6384,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9200,0.3626,0.6374,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9300,0.3642,0.6358,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9400,0.3658,0.6342,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9500,0.367,0.633,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9600,0.368,0.632,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9700,0.3696,0.6304,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9800,0.3714,0.6286,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
9900,0.372,0.628,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10000,0.3728,0.6272,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10100,0.3748,0.6252,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10200,0.3754,0.6246,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10300,0.3774,0.6226,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10400,0.3782,0.6218,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10500,0.3798,0.6202,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10600,0.381,0.619,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10700,0.382,0.618,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10800,0.3826,0.6174,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
10900,0.3842,0.6158,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11000,0.3854,0.6146,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11100,0.3872,0.6128,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11200,0.3882,0.6118,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11300,0.3888,0.6112,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11400,0.3898,0.6102,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11500,0.3918,0.6082,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11600,0.3932,0.6068,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11700,0.3938,0.6062,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11800,0.3946,0.6054,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
11900,0.3956,0.6044,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12000,0.397,0.603,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12100,0.3986,0.6014,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12200,0.4,0.6,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12300,0.4018,0.5982,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12400,0.4028,0.5972,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12500,0.4038,0.5962,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12600,0.4052,0.5948,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12700,0.4064,0.5936,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12800,0.4072,0.5928,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
12900,0.408,0.592,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13000,0.41,0.59,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13100,0.411,0.589,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13200,0.4126,0.5874,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13300,0.413,0.587,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13400,0.414,0.586,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13500,0.4152,0.5848,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13600,0.4156,0.5844,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13700,0.4174,0.5826,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13800,0.4182,0.5818,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13900,0.4188,0.5812,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14000,0.4202,0.5798,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14100,0.4216,0.5784,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14200,0.4232,0.5768,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14300,0.4242,0.5758,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14400,0.4256,0.5744,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14500,0.4264,0.5736,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14600,0.4268,0.5732,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14700,0.428,0.572,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14800,0.4296,0.5704,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14900,0.43,0.57,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15000,0.431,0.569,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15100,0.4314,0.5686,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15200,0.432,0.568,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15300,0.4322,0.5678,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15400,0.433,0.567,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15500,0.4334,0.5666,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15600,0.4346,0.5654,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15700,0.4358,0.5642,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15800,0.4368,0.5632,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15900,0.4368,0.5632,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16000,0.438,0.562,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16100,0.4388,0.5612,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16200,0.44,0.56,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16300,0.4406,0.5594,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16400,0.4408,0.5592,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16500,0.4414,0.5586,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16600,0.442,0.558,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16700,0.4428,0.5572,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16800,0.443,0.557,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16900,0.4432,0.5568,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17000,0.4438,0.5562,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17100,0.4452,0.5548,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17200,0.4454,0.5546,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17300,0.446,0.554,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17400,0.4464,0.5536,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17500,0.447,0.553,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17600,0.447,0.553,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17700,0.4474,0.5526,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17800,0.4482,0.5518,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17900,0.4484,0.5516,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18000,0.4494,0.5506,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18100,0.4498,0.5502,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18200,0.4506,0.5494,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18300,0.451,0.549,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18400,0.4514,0.5486,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18500,0.452,0.548,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18600,0.4526,0.5474,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18700,0.4532,0.5468,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18800,0.454,0.546,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18900,0.4542,0.5458,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19000,0.4546,0.5454,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19100,0.4548,0.5452,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19200,0.455,0.545,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19300,0.4556,0.5444,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19400,0.457,0.543,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19500,0.4574,0.5426,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19600,0.4576,0.5424,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19700,0.4576,0.5424,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19800,0.458,0.542,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19900,0.4586,0.5414,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20000,0.4592,0.5408,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20100,0.4594,0.5406,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20200,0.4604,0.5396,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20300,0.4606,0.5394,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20400,0.461,0.539,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20500,0.4618,0.5382,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20600,0.4622,0.5378,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20700,0.4622,0.5378,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20800,0.4626,0.5374,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20900,0.4626,0.5374,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21000,0.4634,0.5366,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21100,0.464,0.536,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21200,0.4642,0.5358,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21300,0.4644,0.5356,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21400,0.4652,0.5348,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21500,0.4654,0.5346,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21600,0.4662,0.5338,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21700,0.4668,0.5332,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21800,0.4672,0.5328,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21900,0.4678,0.5322,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22000,0.4678,0.5322,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22100,0.468,0.532,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22200,0.4686,0.5314,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22300,0.4686,0.5314,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22400,0.469,0.531,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22500,0.469,0.531,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22600,0.4692,0.5308,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22700,0.4692,0.5308,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22800,0.4696,0.5304,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22900,0.47,0.53,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23000,0.4704,0.5296,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23100,0.471,0.529,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23200,0.4714,0.5286,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23300,0.4716,0.5284,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23400,0.4724,0.5276,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23500,0.4726,0.5274,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23600,0.4728,0.5272,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23700,0.473,0.527,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23800,0.473,0.527,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23900,0.4734,0.5266,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24000,0.4738,0.5262,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
